DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,AVC,CARDIOPATIA,CHOQUE CARDIOPATICO,AVC (COVID),INFARTO (COVID),INFARTO,SUBITA,INDETERMINADA,DEMAIS OBITOS,COVID19
2019-03-08,0.0,9.0,4.0,10.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,21.0,0.0
2019-03-09,0.0,10.0,1.0,10.0,15.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
2019-03-10,0.0,10.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0
2019-03-11,0.0,13.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0
2019-03-12,0.0,8.0,3.0,11.0,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0
2019-03-13,0.0,7.0,3.0,12.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0
2019-03-14,1.0,8.0,3.0,12.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0
2019-03-15,0.0,12.0,3.0,7.0,5.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0
2019-03-16,0.0,12.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0
2019-03-17,0.0,10.0,0.0,9.0,12.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,26.0,0.0
2019-03-18,0.0,13.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,0.0
2019-03-19,0.0,14.0,1.0,8.0,14.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,27.0,0.0
2019-03-20,1.0,9.0,6.0,10.0,9.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,26.0,0.0
2019-03-21,0.0,16.0,1.0,8.0,8.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,31.0,0.0
2019-03-22,1.0,9.0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
2019-03-23,0.0,16.0,4.0,8.0,7.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0
2019-03-24,0.0,9.0,2.0,7.0,10.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0
2019-03-25,0.0,14.0,3.0,10.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
2019-03-26,0.0,12.0,3.0,12.0,7.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,32.0,0.0
2019-03-27,0.0,10.0,2.0,7.0,7.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0
2019-03-28,0.0,14.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0
2019-03-29,0.0,12.0,5.0,5.0,6.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0
2019-03-30,0.0,8.0,2.0,5.0,6.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,29.0,0.0
2019-03-31,0.0,11.0,5.0,9.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,27.0,0.0
2019-04-01,0.0,10.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0
2019-04-02,0.0,10.0,5.0,11.0,12.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
2019-04-03,0.0,7.0,1.0,8.0,5.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,26.0,0.0
2019-04-04,1.0,9.0,2.0,10.0,10.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,27.0,0.0
2019-04-05,0.0,7.0,2.0,8.0,9.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0
2019-04-06,0.0,14.0,7.0,10.0,11.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0
2019-04-07,0.0,12.0,1.0,7.0,7.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,23.0,0.0
2019-04-08,0.0,16.0,5.0,10.0,10.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0
2019-04-09,0.0,8.0,1.0,13.0,10.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0
2019-04-10,0.0,9.0,4.0,5.0,9.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,21.0,0.0
2019-04-11,0.0,9.0,3.0,15.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0
2019-04-12,0.0,6.0,5.0,6.0,11.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0
2019-04-13,0.0,9.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0
2019-04-14,0.0,11.0,6.0,10.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0
2019-04-15,1.0,13.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,26.0,0.0
2019-04-16,0.0,19.0,5.0,6.0,6.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0
2019-04-17,0.0,14.0,4.0,11.0,10.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0
2019-04-18,0.0,6.0,5.0,8.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,31.0,0.0
2019-04-19,1.0,10.0,1.0,11.0,6.0,2.0,3.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0
2019-04-20,0.0,16.0,4.0,14.0,5.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0
2019-04-21,0.0,11.0,4.0,7.0,13.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,28.0,0.0
2019-04-22,0.0,12.0,3.0,9.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0
2019-04-23,0.0,15.0,1.0,9.0,7.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,23.0,0.0
2019-04-24,0.0,9.0,6.0,6.0,9.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0
2019-04-25,0.0,11.0,6.0,12.0,11.0,3.0,2.0,0.0,0.0,7.0,1.0,0.0,23.0,0.0
2019-04-26,0.0,12.0,6.0,4.0,8.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0
2019-04-27,0.0,8.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,24.0,0.0
2019-04-28,0.0,12.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0
2019-04-29,0.0,7.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0
